cdid,COMMODITY,AREA,DIRECTION,BASIS,PRICE,SEASADJ
SIPS,53,EU,IM,OTS,KQ,NSA
SIPH,53,EU,IM,BOP,CP,NSA
SIPI,53,EU,IM,BOP,CP,SA
SIPK,53,EU,IM,BOP,CVM,NSA
SIPL,53,EU,IM,BOP,CVM,SA
SIPP,53,EU,IM,BOP,DEF,NSA
SIPQ,53,EU,IM,BOP,VM,SA
SIQE,53,RW,EX,OTS,CP,NSA
SIQG,53,RW,EX,OTS,CVM,NSA
SIQF,53,RW,EX,OTS,KQ,NSA
SIPU,53,RW,EX,BOP,CP,NSA
SIPV,53,RW,EX,BOP,CP,SA
SIPX,53,RW,EX,BOP,CVM,NSA
SIPY,53,RW,EX,BOP,CVM,SA
SIQC,53,RW,EX,BOP,DEF,NSA
SIQD,53,RW,EX,BOP,VM,SA
SIQR,53,RW,IM,OTS,CP,NSA
SIQT,53,RW,IM,OTS,CVM,NSA
SIQS,53,RW,IM,OTS,KQ,NSA
SIQH,53,RW,IM,BOP,CP,NSA
SIQI,53,RW,IM,BOP,CP,SA
SIQK,53,RW,IM,BOP,CVM,NSA
SIQL,53,RW,IM,BOP,CVM,SA
SIQP,53,RW,IM,BOP,DEF,NSA
SIQQ,53,RW,IM,BOP,VM,SA
CPAV,53,WW,BAL,BOP,CP,SA
OFSE,53,WW,EX,OTS,KQ,NSA
IHDM,53,WW,EX,BOP,CP,NSA
CSCE,53,WW,EX,BOP,CP,SA
IICY,53,WW,EX,BOP,CVM,NSA
OKQC,53,WW,EX,BOP,CVM,SA
CSED,53,WW,EX,BOP,DEF,NSA
CSDT,53,WW,EX,BOP,VM,SA
OFSQ,53,WW,IM,OTS,KQ,NSA
IHDU,53,WW,IM,BOP,CP,NSA
CSCR,53,WW,IM,BOP,CP,SA
IICZ,53,WW,IM,BOP,CVM,NSA
OKRO,53,WW,IM,BOP,CVM,SA
CSEI,53,WW,IM,BOP,DEF,NSA
CSDY,53,WW,IM,BOP,VM,SA
SIRE,54,EU,EX,OTS,CP,NSA
SIRG,54,EU,EX,OTS,CVM,NSA
SIRF,54,EU,EX,OTS,KQ,NSA
SIQU,54,EU,EX,BOP,CP,NSA
SIQV,54,EU,EX,BOP,CP,SA
SIQX,54,EU,EX,BOP,CVM,NSA
SIQY,54,EU,EX,BOP,CVM,SA
SIRC,54,EU,EX,BOP,DEF,NSA
SIRD,54,EU,EX,BOP,VM,SA
SIRR,54,EU,IM,OTS,CP,NSA
SIRT,54,EU,IM,OTS,CVM,NSA
SIRS,54,EU,IM,OTS,KQ,NSA
SIRH,54,EU,IM,BOP,CP,NSA
SIRI,54,EU,IM,BOP,CP,SA
SIRK,54,EU,IM,BOP,CVM,NSA
SIRL,54,EU,IM,BOP,CVM,SA
SIRP,54,EU,IM,BOP,DEF,NSA
SIRQ,54,EU,IM,BOP,VM,SA
SISE,54,RW,EX,OTS,CP,NSA
SISG,54,RW,EX,OTS,CVM,NSA
SISF,54,RW,EX,OTS,KQ,NSA
SIRU,54,RW,EX,BOP,CP,NSA
SIRV,54,RW,EX,BOP,CP,SA
SIRX,54,RW,EX,BOP,CVM,NSA
SIRY,54,RW,EX,BOP,CVM,SA
SISC,54,RW,EX,BOP,DEF,NSA
SISD,54,RW,EX,BOP,VM,SA
SISR,54,RW,IM,OTS,CP,NSA
SIST,54,RW,IM,OTS,CVM,NSA
SISS,54,RW,IM,OTS,KQ,NSA
SISH,54,RW,IM,BOP,CP,NSA
SISI,54,RW,IM,BOP,CP,SA
SISK,54,RW,IM,BOP,CVM,NSA
SISL,54,RW,IM,BOP,CVM,SA
SISP,54,RW,IM,BOP,DEF,NSA
SISQ,54,RW,IM,BOP,VM,SA
EHBN,54,WW,BAL,BOP,CP,SA
OAGF,54,WW,EX,OTS,KQ,NSA
IHDW,54,WW,EX,BOP,CP,NSA
BQPL,54,WW,EX,BOP,CP,SA
IIGO,54,WW,EX,BOP,CVM,NSA
OEPP,54,WW,EX,BOP,CVM,SA
EHFH,54,WW,EX,BOP,DEF,NSA
EHCT,54,WW,EX,BOP,VM,SA
OCGF,54,WW,IM,OTS,KQ,NSA
IHEA,54,WW,IM,BOP,CP,NSA
EHAF,54,WW,IM,BOP,CP,SA
IIGP,54,WW,IM,BOP,CVM,NSA
OGSX,54,WW,IM,BOP,CVM,SA
EHGP,54,WW,IM,BOP,DEF,NSA
EHEB,54,WW,IM,BOP,VM,SA
SITE,55,EU,EX,OTS,CP,NSA
SITG,55,EU,EX,OTS,CVM,NSA
SITF,55,EU,EX,OTS,KQ,NSA
SISU,55,EU,EX,BOP,CP,NSA
SISV,55,EU,EX,BOP,CP,SA
SISX,55,EU,EX,BOP,CVM,NSA
SISY,55,EU,EX,BOP,CVM,SA
SITC,55,EU,EX,BOP,DEF,NSA
SITD,55,EU,EX,BOP,VM,SA
SITR,55,EU,IM,OTS,CP,NSA
SITT,55,EU,IM,OTS,CVM,NSA
SITS,55,EU,IM,OTS,KQ,NSA
SITH,55,EU,IM,BOP,CP,NSA
SITI,55,EU,IM,BOP,CP,SA
SITK,55,EU,IM,BOP,CVM,NSA
SITL,55,EU,IM,BOP,CVM,SA
SITP,55,EU,IM,BOP,DEF,NSA
SITQ,55,EU,IM,BOP,VM,SA
SIUE,55,RW,EX,OTS,CP,NSA
SIUG,55,RW,EX,OTS,CVM,NSA
SIUF,55,RW,EX,OTS,KQ,NSA
SITU,55,RW,EX,BOP,CP,NSA
SITV,55,RW,EX,BOP,CP,SA
SITX,55,RW,EX,BOP,CVM,NSA
SITY,55,RW,EX,BOP,CVM,SA
SIUC,55,RW,EX,BOP,DEF,NSA
SIUD,55,RW,EX,BOP,VM,SA
SIUR,55,RW,IM,OTS,CP,NSA
SIUT,55,RW,IM,OTS,CVM,NSA
SIUS,55,RW,IM,OTS,KQ,NSA
SIUH,55,RW,IM,BOP,CP,NSA
SIUI,55,RW,IM,BOP,CP,SA
SIUK,55,RW,IM,BOP,CVM,NSA
SIUL,55,RW,IM,BOP,CVM,SA
SIUP,55,RW,IM,BOP,DEF,NSA
SIUQ,55,RW,IM,BOP,VM,SA
CQER,55,WW,BAL,BOP,CP,SA
OFSF,55,WW,EX,OTS,KQ,NSA
IHEC,55,WW,EX,BOP,CP,NSA
CSCF,55,WW,EX,BOP,CP,SA
IIDA,55,WW,EX,BOP,CVM,NSA
OKQD,55,WW,EX,BOP,CVM,SA
CSEE,55,WW,EX,BOP,DEF,NSA
CSDU,55,WW,EX,BOP,VM,SA
OFSR,55,WW,IM,OTS,KQ,NSA
IHEE,55,WW,IM,BOP,CP,NSA
CSCS,55,WW,IM,BOP,CP,SA
IIDB,55,WW,IM,BOP,CVM,NSA
OKRP,55,WW,IM,BOP,CVM,SA
CSEJ,55,WW,IM,BOP,DEF,NSA
CSDZ,55,WW,IM,BOP,VM,SA
OCAC,57+58,WW,IM,OTS,CP,NSA
SIUW,57,EU,EX,OTS,CP,NSA
SIUX,57,EU,IM,OTS,CP,NSA
SIUY,58,EU,EX,OTS,CP,NSA
SIUZ,58,EU,IM,OTS,CP,NSA
SIUU,56,EU,EX,OTS,CP,NSA
SIUV,56,EU,IM,OTS,CP,NSA
SIVA,59,EU,EX,OTS,CP,NSA
SIVB,59,EU,IM,OTS,CP,NSA
SMIZ,6,EU,EX,OTS,CP,NSA
SMJB,6,EU,EX,OTS,CVM,NSA
SMJA,6,EU,EX,OTS,KQ,NSA
SMIP,6,EU,EX,BOP,CP,NSA
SMIQ,6,EU,EX,BOP,CP,SA
SMIS,6,EU,EX,BOP,CVM,NSA
SMIT,6,EU,EX,BOP,CVM,SA
SMIX,6,EU,EX,BOP,DEF,NSA
SMIY,6,EU,EX,BOP,VM,SA
SMJM,6,EU,IM,OTS,CP,NSA
SMJP,6,EU,IM,OTS,CVM,NSA
SMJN,6,EU,IM,OTS,KQ,NSA
SMJC,6,EU,IM,BOP,CP,NSA
SMJD,6,EU,IM,BOP,CP,SA
SMJF,6,EU,IM,BOP,CVM,NSA
SMJG,6,EU,IM,BOP,CVM,SA
SMJK,6,EU,IM,BOP,DEF,NSA
SMJL,6,EU,IM,BOP,VM,SA
SMKA,6,RW,EX,OTS,CP,NSA
SMKC,6,RW,EX,OTS,CVM,NSA
SMKB,6,RW,EX,OTS,KQ,NSA
SMJQ,6,RW,EX,BOP,CP,NSA
SMJR,6,RW,EX,BOP,CP,SA
SMJT,6,RW,EX,BOP,CVM,NSA
SMJU,6,RW,EX,BOP,CVM,SA
SMJY,6,RW,EX,BOP,DEF,NSA
SMJZ,6,RW,EX,BOP,VM,SA
SMKN,6,RW,IM,OTS,CP,NSA
SMKP,6,RW,IM,OTS,CVM,NSA
SMKO,6,RW,IM,OTS,KQ,NSA
SMKD,6,RW,IM,BOP,CP,NSA
SMKE,6,RW,IM,BOP,CP,SA
SMKG,6,RW,IM,BOP,CVM,NSA
SMKH,6,RW,IM,BOP,CVM,SA
SMKL,6,RW,IM,BOP,DEF,NSA
SMKM,6,RW,IM,BOP,VM,SA
EHBP,6,WW,BAL,BOP,CP,SA
BQCK,6,WW,EX,OTS,CP,NSA
ELDK,6,WW,EX,OTS,IDEF,NSA
OAOC,6,WW,EX,OTS,KQ,NSA
ELDC,6,WW,EX,OTS,VM,NSA
IHZK,6,WW,EX,BOP,CP,NSA
BQQB,6,WW,EX,BOP,CP,SA
IIHM,6,WW,EX,BOP,CVM,NSA
OEPR,6,WW,EX,BOP,CVM,SA
EHFJ,6,WW,EX,BOP,DEF,NSA
EHCV,6,WW,EX,BOP,VM,SA
BQJB,6,WW,IM,OTS,CP,NSA
ELEA,6,WW,IM,OTS,IDEF,NSA
OCOC,6,WW,IM,OTS,KQ,NSA
ELDS,6,WW,IM,OTS,VM,NSA
IHZL,6,WW,IM,BOP,CP,NSA
EHAH,6,WW,IM,BOP,CP,SA
IIHN,6,WW,IM,BOP,CVM,NSA
OGSZ,6,WW,IM,BOP,CVM,SA
EHGR,6,WW,IM,BOP,DEF,NSA
EHED,6,WW,IM,BOP,VM,SA
SJCO,61,EU,EX,OTS,CP,NSA
SJCQ,61,EU,EX,OTS,CVM,NSA
SJCP,61,EU,EX,OTS,KQ,NSA
SJCD,61,EU,EX,BOP,CP,NSA
SJCE,61,EU,EX,BOP,CP,SA
SJCH,61,EU,EX,BOP,CVM,NSA
SJCI,61,EU,EX,BOP,CVM,SA
SJCM,61,EU,EX,BOP,DEF,NSA
SJCN,61,EU,EX,BOP,VM,SA
SJDB,61,EU,IM,OTS,CP,NSA
SJDD,61,EU,IM,OTS,CVM,NSA
SJDC,61,EU,IM,OTS,KQ,NSA
SJCR,61,EU,IM,BOP,CP,NSA
SJCS,61,EU,IM,BOP,CP,SA
SJCU,61,EU,IM,BOP,CVM,NSA
SJCV,61,EU,IM,BOP,CVM,SA
SJCZ,61,EU,IM,BOP,DEF,NSA
SJDA,61,EU,IM,BOP,VM,SA
SJDR,61,RW,EX,OTS,CP,NSA
SJDT,61,RW,EX,OTS,CVM,NSA
SJDS,61,RW,EX,OTS,KQ,NSA
SJDE,61,RW,EX,BOP,CP,NSA
SJDF,61,RW,EX,BOP,CP,SA
SJDJ,61,RW,EX,BOP,CVM,NSA
SJDK,61,RW,EX,BOP,CVM,SA
SJDP,61,RW,EX,BOP,DEF,NSA
SJDQ,61,RW,EX,BOP,VM,SA
SJEE,61,RW,IM,OTS,CP,NSA
SJEG,61,RW,IM,OTS,CVM,NSA
SJEF,61,RW,IM,OTS,KQ,NSA
SJDU,61,RW,IM,BOP,CP,NSA
SJDV,61,RW,IM,BOP,CP,SA
SJDX,61,RW,IM,BOP,CVM,NSA
SJDY,61,RW,IM,BOP,CVM,SA
SJEC,61,RW,IM,BOP,DEF,NSA
SJED,61,RW,IM,BOP,VM,SA
OADB,61,WW,BAL,BOP,CP,SA
OAGK,61,WW,EX,OTS,KQ,NSA
IHFY,61,WW,EX,BOP,CP,NSA
OKCV,61,WW,EX,BOP,CP,SA
IIDG,61,WW,EX,BOP,CVM,NSA
OKQF,61,WW,EX,BOP,CVM,SA
OMEK,61,WW,EX,BOP,DEF,NSA
OLQZ,61,WW,EX,BOP,VM,SA
OCGK,61,WW,IM,OTS,KQ,NSA
IHFZ,61,WW,IM,BOP,CP,NSA
OKEH,61,WW,IM,BOP,CP,SA
IIDH,61,WW,IM,BOP,CVM,NSA
OKRR,61,WW,IM,BOP,CVM,SA
OMFX,61,WW,IM,BOP,DEF,NSA
OLSL,61,WW,IM,BOP,VM,SA
SJER,62,EU,EX,OTS,CP,NSA
SJET,62,EU,EX,OTS,CVM,NSA
SJES,62,EU,EX,OTS,KQ,NSA
SJEH,62,EU,EX,BOP,CP,NSA
SJEI,62,EU,EX,BOP,CP,SA
SJEK,62,EU,EX,BOP,CVM,NSA
SJEL,62,EU,EX,BOP,CVM,SA
SJEP,62,EU,EX,BOP,DEF,NSA
SJEQ,62,EU,EX,BOP,VM,SA
SJFF,62,EU,IM,OTS,CP,NSA
SJFI,62,EU,IM,OTS,CVM,NSA
SJFG,62,EU,IM,OTS,KQ,NSA
SJEU,62,EU,IM,BOP,CP,NSA
SJEV,62,EU,IM,BOP,CP,SA
SJEY,62,EU,IM,BOP,CVM,NSA
SJEZ,62,EU,IM,BOP,CVM,SA
SJFD,62,EU,IM,BOP,DEF,NSA
SJFE,62,EU,IM,BOP,VM,SA
SJFT,62,RW,EX,OTS,CP,NSA
SJFV,62,RW,EX,OTS,CVM,NSA
SJFU,62,RW,EX,OTS,KQ,NSA
SJFJ,62,RW,EX,BOP,CP,NSA
SJFK,62,RW,EX,BOP,CP,SA
SJFM,62,RW,EX,BOP,CVM,NSA
SJFN,62,RW,EX,BOP,CVM,SA
SJFR,62,RW,EX,BOP,DEF,NSA
SJFS,62,RW,EX,BOP,VM,SA
SJGH,62,RW,IM,OTS,CP,NSA
SJGJ,62,RW,IM,OTS,CVM,NSA
SJGI,62,RW,IM,OTS,KQ,NSA
SJFW,62,RW,IM,BOP,CP,NSA
SJFX,62,RW,IM,BOP,CP,SA
SJFZ,62,RW,IM,BOP,CVM,NSA
SJGA,62,RW,IM,BOP,CVM,SA
SJGF,62,RW,IM,BOP,DEF,NSA
SJGG,62,RW,IM,BOP,VM,SA
OAEM,62,WW,BAL,BOP,CP,SA
OAGL,62,WW,EX,OTS,KQ,NSA
IHGA,62,WW,EX,BOP,CP,NSA
OKCW,62,WW,EX,BOP,CP,SA
IIDI,62,WW,EX,BOP,CVM,NSA
OKQG,62,WW,EX,BOP,CVM,SA
OMEL,62,WW,EX,BOP,DEF,NSA
OLRA,62,WW,EX,BOP,VM,SA
OCGL,62,WW,IM,OTS,KQ,NSA
IHGF,62,WW,IM,BOP,CP,NSA
OKEI,62,WW,IM,BOP,CP,SA
IIDJ,62,WW,IM,BOP,CVM,NSA
OKRS,62,WW,IM,BOP,CVM,SA
OMFY,62,WW,IM,BOP,DEF,NSA
OLSM,62,WW,IM,BOP,VM,SA
SJGU,63,EU,EX,OTS,CP,NSA
SJGW,63,EU,EX,OTS,CVM,NSA
SJGV,63,EU,EX,OTS,KQ,NSA
SJGK,63,EU,EX,BOP,CP,NSA
SJGL,63,EU,EX,BOP,CP,SA
SJGN,63,EU,EX,BOP,CVM,NSA
SJGO,63,EU,EX,BOP,CVM,SA
SJGS,63,EU,EX,BOP,DEF,NSA
SJGT,63,EU,EX,BOP,VM,SA
SJHL,63,EU,IM,OTS,CP,NSA
SJHP,63,EU,IM,OTS,CVM,NSA
SJHO,63,EU,IM,OTS,KQ,NSA
SJGX,63,EU,IM,BOP,CP,NSA
SJGY,63,EU,IM,BOP,CP,SA
SJHA,63,EU,IM,BOP,CVM,NSA
SJHB,63,EU,IM,BOP,CVM,SA
SJHF,63,EU,IM,BOP,DEF,NSA
SJHI,63,EU,IM,BOP,VM,SA
SJIH,63,RW,EX,OTS,CP,NSA
SJIJ,63,RW,EX,OTS,CVM,NSA
SJII,63,RW,EX,OTS,KQ,NSA
SJHS,63,RW,EX,BOP,CP,NSA
SJHV,63,RW,EX,BOP,CP,SA
SJHZ,63,RW,EX,BOP,CVM,NSA
SJIA,63,RW,EX,BOP,CVM,SA
SJIF,63,RW,EX,BOP,DEF,NSA
SJIG,63,RW,EX,BOP,VM,SA
SJIU,63,RW,IM,OTS,CP,NSA
SJIW,63,RW,IM,OTS,CVM,NSA
SJIV,63,RW,IM,OTS,KQ,NSA
SJIK,63,RW,IM,BOP,CP,NSA
SJIL,63,RW,IM,BOP,CP,SA
SJIN,63,RW,IM,BOP,CVM,NSA
SJIO,63,RW,IM,BOP,CVM,SA
SJIS,63,RW,IM,BOP,DEF,NSA
SJIT,63,RW,IM,BOP,VM,SA
EHBQ,63,WW,BAL,BOP,CP,SA
OAGM,63,WW,EX,OTS,KQ,NSA
IHGK,63,WW,EX,BOP,CP,NSA
BQQC,63,WW,EX,BOP,CP,SA
IIGS,63,WW,EX,BOP,CVM,NSA
OEPS,63,WW,EX,BOP,CVM,SA
EHFK,63,WW,EX,BOP,DEF,NSA
EHCW,63,WW,EX,BOP,VM,SA
OCGM,63,WW,IM,OTS,KQ,NSA
IHGU,63,WW,IM,BOP,CP,NSA
EHAI,63,WW,IM,BOP,CP,SA
IIGT,63,WW,IM,BOP,CVM,NSA
OGTA,63,WW,IM,BOP,CVM,SA
EHGS,63,WW,IM,BOP,DEF,NSA
EHEE,63,WW,IM,BOP,VM,SA
SJJH,64,EU,EX,OTS,CP,NSA
SJJJ,64,EU,EX,OTS,CVM,NSA
SJJI,64,EU,EX,OTS,KQ,NSA
SJIX,64,EU,EX,BOP,CP,NSA
SJIY,64,EU,EX,BOP,CP,SA
SJJA,64,EU,EX,BOP,CVM,NSA
SJJB,64,EU,EX,BOP,CVM,SA
SJJF,64,EU,EX,BOP,DEF,NSA
SJJG,64,EU,EX,BOP,VM,SA
SJJU,64,EU,IM,OTS,CP,NSA
SJJW,64,EU,IM,OTS,CVM,NSA
SJJV,64,EU,IM,OTS,KQ,NSA
SJJK,64,EU,IM,BOP,CP,NSA
SJJL,64,EU,IM,BOP,CP,SA
SJJN,64,EU,IM,BOP,CVM,NSA
SJJO,64,EU,IM,BOP,CVM,SA
SJJS,64,EU,IM,BOP,DEF,NSA
SJJT,64,EU,IM,BOP,VM,SA
SJKI,64,RW,EX,OTS,CP,NSA
SJKK,64,RW,EX,OTS,CVM,NSA
SJKJ,64,RW,EX,OTS,KQ,NSA
SJJX,64,RW,EX,BOP,CP,NSA
SJJY,64,RW,EX,BOP,CP,SA
SJKA,64,RW,EX,BOP,CVM,NSA
SJKC,64,RW,EX,BOP,CVM,SA
SJKG,64,RW,EX,BOP,DEF,NSA
SJKH,64,RW,EX,BOP,VM,SA
SJKV,64,RW,IM,OTS,CP,NSA
SJKX,64,RW,IM,OTS,CVM,NSA
SJKW,64,RW,IM,OTS,KQ,NSA
SJKL,64,RW,IM,BOP,CP,NSA
SJKM,64,RW,IM,BOP,CP,SA
SJKO,64,RW,IM,BOP,CVM,NSA
SJKP,64,RW,IM,BOP,CVM,SA
SJKT,64,RW,IM,BOP,DEF,NSA
SJKU,64,RW,IM,BOP,VM,SA
EHBR,64,WW,BAL,BOP,CP,SA
OAGN,64,WW,EX,OTS,KQ,NSA
IHHF,64,WW,EX,BOP,CP,NSA
BQQD,64,WW,EX,BOP,CP,SA
IIGU,64,WW,EX,BOP,CVM,NSA
OEQA,64,WW,EX,BOP,CVM,SA
EHFL,64,WW,EX,BOP,DEF,NSA
EHCX,64,WW,EX,BOP,VM,SA
OCGN,64,WW,IM,OTS,KQ,NSA
IHIE,64,WW,IM,BOP,CP,NSA
EHAJ,64,WW,IM,BOP,CP,SA
IIGV,64,WW,IM,BOP,CVM,NSA
OGTB,64,WW,IM,BOP,CVM,SA
EHGT,64,WW,IM,BOP,DEF,NSA
EHEF,64,WW,IM,BOP,VM,SA
SJLI,65,EU,EX,OTS,CP,NSA
SJLK,65,EU,EX,OTS,CVM,NSA
SJLJ,65,EU,EX,OTS,KQ,NSA
SJKY,65,EU,EX,BOP,CP,NSA
SJKZ,65,EU,EX,BOP,CP,SA
SJLB,65,EU,EX,BOP,CVM,NSA
SJLC,65,EU,EX,BOP,CVM,SA
SJLG,65,EU,EX,BOP,DEF,NSA
SJLH,65,EU,EX,BOP,VM,SA
SJLV,65,EU,IM,OTS,CP,NSA
SJLX,65,EU,IM,OTS,CVM,NSA
SJLW,65,EU,IM,OTS,KQ,NSA
SJLL,65,EU,IM,BOP,CP,NSA
SJLM,65,EU,IM,BOP,CP,SA
SJLO,65,EU,IM,BOP,CVM,NSA
SJLP,65,EU,IM,BOP,CVM,SA
SJLT,65,EU,IM,BOP,DEF,NSA
SJLU,65,EU,IM,BOP,VM,SA
SJMI,65,RW,EX,OTS,CP,NSA
SJMK,65,RW,EX,OTS,CVM,NSA
SJMJ,65,RW,EX,OTS,KQ,NSA
SJLY,65,RW,EX,BOP,CP,NSA
SJLZ,65,RW,EX,BOP,CP,SA
SJMB,65,RW,EX,BOP,CVM,NSA
SJMC,65,RW,EX,BOP,CVM,SA
SJMG,65,RW,EX,BOP,DEF,NSA
SJMH,65,RW,EX,BOP,VM,SA
SJMV,65,RW,IM,OTS,CP,NSA
SJMX,65,RW,IM,OTS,CVM,NSA
SJMW,65,RW,IM,OTS,KQ,NSA
SJML,65,RW,IM,BOP,CP,NSA
SJMM,65,RW,IM,BOP,CP,SA
SJMO,65,RW,IM,BOP,CVM,NSA
SJMP,65,RW,IM,BOP,CVM,SA
SJMT,65,RW,IM,BOP,DEF,NSA
SJMU,65,RW,IM,BOP,VM,SA
EHBS,65,WW,BAL,BOP,CP,SA
OAGO,65,WW,EX,OTS,KQ,NSA
IHIF,65,WW,EX,BOP,CP,NSA
BQQE,65,WW,EX,BOP,CP,SA
IIGW,65,WW,EX,BOP,CVM,NSA
OEQV,65,WW,EX,BOP,CVM,SA
EHFM,65,WW,EX,BOP,DEF,NSA
EHCY,65,WW,EX,BOP,VM,SA
OCGO,65,WW,IM,OTS,KQ,NSA
IHIJ,65,WW,IM,BOP,CP,NSA
EHAK,65,WW,IM,BOP,CP,SA
IIGX,65,WW,IM,BOP,CVM,NSA
OGTC,65,WW,IM,BOP,CVM,SA
EHGU,65,WW,IM,BOP,DEF,NSA
EHEG,65,WW,IM,BOP,VM,SA
SJOY,66,EU,EX,OTS,CP,NSA
SJNJ,66,EU,EX,OTS,KQ,NSA
SJOZ,66,EU,IM,OTS,CP,NSA
SJNW,66,EU,IM,OTS,KQ,NSA
SJNI,66minusP,EU,EX,OTS,CP,NSA
SJNK,66minusP,EU,EX,OTS,CVM,NSA
SJMY,66minusP,EU,EX,BOP,CP,NSA
SJMZ,66minusP,EU,EX,BOP,CP,SA
SJNB,66minusP,EU,EX,BOP,CVM,NSA
SJNC,66minusP,EU,EX,BOP,CVM,SA
SJNG,66minusP,EU,EX,BOP,DEF,NSA
SJNH,66minusP,EU,EX,BOP,VM,SA
SJNV,66minusP,EU,IM,OTS,CP,NSA
SJNX,66minusP,EU,IM,OTS,CVM,NSA
SJNL,66minusP,EU,IM,BOP,CP,NSA
SJNM,66minusP,EU,IM,BOP,CP,SA
SJNO,66minusP,EU,IM,BOP,CVM,NSA
SJNP,66minusP,EU,IM,BOP,CVM,SA
SJNT,66minusP,EU,IM,BOP,DEF,NSA
SJNU,66minusP,EU,IM,BOP,VM,SA
SJOI,66minusP,RW,EX,OTS,CP,NSA
SJOK,66minusP,RW,EX,OTS,CVM,NSA
SJOJ,66minusP,RW,EX,OTS,KQ,NSA
SJNY,66minusP,RW,EX,BOP,CP,NSA
SJNZ,66minusP,RW,EX,BOP,CP,SA
SJOB,66minusP,RW,EX,BOP,CVM,NSA
SJOC,66minusP,RW,EX,BOP,CVM,SA
SJOG,66minusP,RW,EX,BOP,DEF,NSA
SJOH,66minusP,RW,EX,BOP,VM,SA
SJOV,66minusP,RW,IM,OTS,CP,NSA
SJOX,66minusP,RW,IM,OTS,CVM,NSA
SJOW,66minusP,RW,IM,OTS,KQ,NSA
SJOL,66minusP,RW,IM,BOP,CP,NSA
SJOM,66minusP,RW,IM,BOP,CP,SA
SJOO,66minusP,RW,IM,BOP,CVM,NSA
SJOP,66minusP,RW,IM,BOP,CVM,SA
SJOT,66minusP,RW,IM,BOP,DEF,NSA
SJOU,66minusP,RW,IM,BOP,VM,SA
CRAB,66minusP,WW,BAL,BOP,CP,SA
OAGQ,66minusP,WW,EX,OTS,KQ,NSA
IHIL,66minusP,WW,EX,BOP,CP,NSA
CSCG,66minusP,WW,EX,BOP,CP,SA
IIDK,66minusP,WW,EX,BOP,CVM,NSA
OKQH,66minusP,WW,EX,BOP,CVM,SA
CSEF,66minusP,WW,EX,BOP,DEF,NSA
CSDV,66minusP,WW,EX,BOP,VM,SA
OCGQ,66minusP,WW,IM,OTS,KQ,NSA
IHIN,66minusP,WW,IM,BOP,CP,NSA
CSCV,66minusP,WW,IM,BOP,CP,SA
IIDL,66minusP,WW,IM,BOP,CVM,NSA
OKRT,66minusP,WW,IM,BOP,CVM,SA
CSEK,66minusP,WW,IM,BOP,DEF,NSA
CSEA,66minusP,WW,IM,BOP,VM,SA
SJPK,66P,EU,EX,OTS,CP,NSA
SJPM,66P,EU,EX,OTS,CVM,NSA
SJPL,66P,EU,EX,OTS,KQ,NSA
SJPA,66P,EU,EX,BOP,CP,NSA
SJPB,66P,EU,EX,BOP,CP,SA
SJPD,66P,EU,EX,BOP,CVM,NSA
SJPE,66P,EU,EX,BOP,CVM,SA
SJPI,66P,EU,EX,BOP,DEF,NSA
SJPJ,66P,EU,EX,BOP,VM,SA
SJPX,66P,EU,IM,OTS,CP,NSA
SJPZ,66P,EU,IM,OTS,CVM,NSA
SJPY,66P,EU,IM,OTS,KQ,NSA
SJPN,66P,EU,IM,BOP,CP,NSA
SJPO,66P,EU,IM,BOP,CP,SA
SJPQ,66P,EU,IM,BOP,CVM,NSA
SJPR,66P,EU,IM,BOP,CVM,SA
SJPV,66P,EU,IM,BOP,DEF,NSA
SJPW,66P,EU,IM,BOP,VM,SA
SJQK,66P,RW,EX,OTS,CP,NSA
SJQM,66P,RW,EX,OTS,CVM,NSA
SJQL,66P,RW,EX,OTS,KQ,NSA
SJQA,66P,RW,EX,BOP,CP,NSA
SJQB,66P,RW,EX,BOP,CP,SA
SJQD,66P,RW,EX,BOP,CVM,NSA
SJQE,66P,RW,EX,BOP,CVM,SA
SJQI,66P,RW,EX,BOP,DEF,NSA
SJQJ,66P,RW,EX,BOP,VM,SA
SJQX,66P,RW,IM,OTS,CP,NSA
SJQZ,66P,RW,IM,OTS,CVM,NSA
SJQY,66P,RW,IM,OTS,KQ,NSA
SJQN,66P,RW,IM,BOP,CP,NSA
SJQO,66P,RW,IM,BOP,CP,SA
SJQQ,66P,RW,IM,BOP,CVM,NSA
SJQR,66P,RW,IM,BOP,CVM,SA
SJQV,66P,RW,IM,BOP,DEF,NSA
SJQW,66P,RW,IM,BOP,VM,SA
QALQ,66P,WW,BAL,BOP,CP,SA
OAGP,66P,WW,EX,OTS,KQ,NSA
IHJD,66P,WW,EX,BOP,CP,NSA
QALO,66P,WW,EX,BOP,CP,SA
IIDM,66P,WW,EX,BOP,CVM,NSA
BPBV,66P,WW,EX,BOP,CVM,SA
OMEN,66P,WW,EX,BOP,DEF,NSA
OLRC,66P,WW,EX,BOP,VM,SA
OCGP,66P,WW,IM,OTS,KQ,NSA
IHJF,66P,WW,IM,BOP,CP,NSA
QALP,66P,WW,IM,BOP,CP,SA
IIDN,66P,WW,IM,BOP,CVM,NSA
BQDD,66P,WW,IM,BOP,CVM,SA
OMGI,66P,WW,IM,BOP,DEF,NSA
OLSO,66P,WW,IM,BOP,VM,SA
SJRK,67,EU,EX,OTS,CP,NSA
